"County","Year","Age Range","White","Black","American Indian","Asian","Total"
"Campbell",2001,"17","688","2","10","3","703"
"Campbell",2001,"18 to 20","1504","7","22","5","1538"
"Campbell",2001,"21 to 24","1780","3","36","13","1832"
"Campbell",2001,"25 & over","20413","39","212","95","20759"
"Campbell",2001,"Total","33987","110","440","162","34699"
"Converse",2002,"0","123","0","2","1","126"
"Converse",2002,"1","138","2","3","0","143"
"Converse",2002,"2","160","1","1","0","162"
"Converse",2002,"3","141","1","3","0","145"
"Converse",2002,"4","152","2","5","0","159"
"Converse",2002,"5","162","3","2","0","167"
"Converse",2002,"6","181","0","1","0","182"
"Converse",2002,"7","167","3","4","1","175"
"Converse",2002,"8","159","1","1","0","161"
"Converse",2002,"9","170","2","2","1","175"
"Converse",2002,"10","205","4","2","1","212"
"Converse",2002,"11","200","2","3","0","205"
"Converse",2002,"12","191","3","3","0","197"
"Converse",2002,"13","193","1","1","2","197"
"Converse",2002,"14","201","3","3","1","208"
"Converse",2002,"15","228","0","0","1","229"
"Converse",2002,"16","237","0","3","1","241"
"Converse",2002,"17","218","3","3","2","226"
"Converse",2002,"18 to 20","468","1","6","3","478"
"Converse",2002,"21 to 24","458","0","6","1","465"
"Converse",2002,"25 & over","7839","8","74","22","7943"
"Converse",2002,"Total","11991","40","128","37","12196"
"Fremont",1990,"0","358","1","168","1","528"
"Fremont",1990,"1","326","6","177","0","509"
"Fremont",1990,"2","357","0","159","4","520"
"Fremont",1990,"3","393","0","160","0","553"
"Fremont",1990,"4","426","0","168","6","600"
"Fremont",1990,"5","442","1","183","4","630"
"Fremont",1990,"6","461","0","165","0","626"
"Fremont",1990,"7","467","0","175","2","644"
"Fremont",1990,"8","456","0","167","2","625"
"Fremont",1990,"9","511","0","170","2","683"
"Fremont",1990,"10","488","3","180","3","674"
"Fremont",1990,"11","454","0","169","2","625"
"Fremont",1990,"12","472","0","127","0","599"
"Fremont",1990,"13","468","4","126","0","598"
"Fremont",1990,"14","423","0","109","0","532"
"Fremont",1990,"15","425","0","114","2","541"
"Fremont",1990,"16","417","2","116","2","537"
"Fremont",1990,"17","402","0","132","1","535"
"Fremont",1990,"18 to 20","867","3","321","5","1196"
"Fremont",1990,"21 to 24","963","4","415","7","1389"
"Fremont",1990,"25 & over","17539","18","2815","49","20421"
"Fremont",1990,"Total","27115","42","6316","92","33565"
"Park",2000,"0","269","1","2","1","273"
"Park",2000,"1","263","1","1","3","268"
"Park",2000,"2","300","2","7","1","310"
"Park",2000,"3","286","1","1","1","289"
"Park",2000,"4","279","1","1","4","285"
"Park",2000,"5","274","0","1","0","275"
"Park",2000,"6","281","1","2","0","284"
"Park",2000,"7","308","2","1","2","313"
"Park",2000,"8","348","2","1","1","352"
"Park",2000,"9","351","2","2","1","356"
"Park",2000,"10","347","2","2","2","353"
"Park",2000,"11","372","0","2","2","376"
"Park",2000,"12","394","0","4","4","402"
"Park",2000,"13","412","4","2","1","419"
"Park",2000,"14","396","1","1","3","401"
"Park",2000,"15","464","2","1","4","471"
"Park",2000,"16","407","0","3","5","415"
"Park",2000,"17","449","0","2","4","455"
"Park",2000,"18 to 20","1339","0","13","9","1361"
"Park",2000,"21 to 24","985","2","6","6","999"
"Park",2000,"25 & over","16992","16","79","77","17164"
"Park",2000,"Total","25516","40","134","131","25821"
"Carbon",2005,"0","174","3","5","2","184"
"Carbon",2005,"1","167","3","3","0","173"
"Carbon",2005,"2","176","3","1","2","182"
"Carbon",2005,"3","158","3","3","4","168"
"Carbon",2005,"4","168","5","1","1","175"
"Carbon",2005,"5","162","5","2","3","172"
"Carbon",2005,"6","189","4","3","1","197"
"Carbon",2005,"7","169","3","2","1","175"
"Carbon",2005,"8","183","0","5","3","191"
"Carbon",2005,"9","163","2","3","2","170"
"Carbon",2005,"10","177","3","4","2","186"
"Carbon",2005,"11","177","1","3","1","182"
"Carbon",2005,"12","168","1","1","2","172"
"Carbon",2005,"13","183","2","4","1","190"
"Carbon",2005,"14","194","2","3","2","201"
"Carbon",2005,"15","197","1","5","2","205"
"Carbon",2005,"16","208","2","3","2","215"
"Carbon",2005,"17","197","1","4","3","205"
"Carbon",2005,"18 to 20","528","7","7","5","547"
"Carbon",2005,"21 to 24","763","7","16","7","793"
"Carbon",2005,"25 & over","10096","82","127","89","10394"
"Carbon",2005,"Total","14597","140","205","135","15077"
"Laramie",1992,"0","1099","46","17","18","1180"
"Laramie",1992,"1","1062","40","8","17","1127"
"Laramie",1992,"2","1098","58","12","13","1181"
"Laramie",1992,"3","1068","70","11","19","1168"
"Laramie",1992,"4","1024","63","13","14","1114"
"Laramie",1992,"5","1083","65","9","11","1168"
"Laramie",1992,"6","1073","45","14","15","1147"
"Laramie",1992,"7","1128","46","10","16","1200"
"Laramie",1992,"8","1080","49","8","14","1151"
"Laramie",1992,"9","1164","58","16","11","1249"
"Laramie",1992,"10","1179","43","19","14","1255"
"Laramie",1992,"11","1152","54","14","19","1239"
"Laramie",1992,"12","1152","52","19","9","1232"
"Laramie",1992,"13","1105","31","12","13","1161"
"Laramie",1992,"14","1061","35","17","13","1126"
"Laramie",1992,"15","1093","52","5","14","1164"
"Laramie",1992,"16","1028","33","8","12","1081"
"Laramie",1992,"17","1054","37","8","20","1119"
"Laramie",1992,"18 to 20","2974","153","40","48","3215"
"Laramie",1992,"21 to 24","4035","207","41","78","4361"
"Laramie",1992,"25 & over","45156","1189","349","494","47188"
"Laramie",1992,"Total","71868","2426","650","882","75826"
"Albany",2001,"0","369","10","8","6","393"
"Albany",2001,"1","293","12","2","11","318"
"Albany",2001,"2","292","17","3","10","322"
"Albany",2001,"3","294","9","5","4","312"
"Albany",2001,"4","284","8","5","7","304"
"Albany",2001,"5","279","8","3","8","298"
"Albany",2001,"6","294","5","8","6","313"
"Albany",2001,"7","259","8","5","5","277"
"Albany",2001,"8","294","6","3","6","309"
"Albany",2001,"9","280","8","4","6","298"
"Albany",2001,"10","286","8","7","7","308"
"Albany",2001,"11","307","9","4","9","329"
"Albany",2001,"12","269","7","7","6","289"
"Albany",2001,"13","290","6","6","9","311"
"Albany",2001,"14","310","6","5","3","324"
"Albany",2001,"15","321","6","7","3","337"
"Albany",2001,"16","327","3","10","2","342"
"Albany",2001,"17","355","6","5","3","369"
"Albany",2001,"18 to 20","4287","62","46","69","4464"
"Albany",2001,"21 to 24","5223","119","63","125","5530"
"Albany",2001,"25 & over","15939","159","208","366","16672"
"Albany",2001,"Total","30852","482","414","671","32419"
"Big Horn",1997,"0","155","0","0","0","155"
"Big Horn",1997,"1","148","0","2","0","150"
"Big Horn",1997,"2","162","0","0","0","162"
"Big Horn",1997,"3","144","0","0","0","144"
"Big Horn",1997,"4","151","0","3","0","154"
"Big Horn",1997,"5","162","0","4","2","168"
"Big Horn",1997,"6","167","0","0","0","167"
"Big Horn",1997,"7","168","0","0","0","168"
"Big Horn",1997,"8","173","0","0","0","173"
"Big Horn",1997,"9","199","0","0","0","199"
"Big Horn",1997,"10","183","0","6","1","190"
"Big Horn",1997,"11","184","0","1","0","185"
"Big Horn",1997,"12","230","0","3","0","233"
"Big Horn",1997,"13","206","0","0","0","206"
"Big Horn",1997,"14","216","0","0","1","217"
"Big Horn",1997,"15","199","0","5","0","204"
"Big Horn",1997,"16","230","0","0","0","230"
"Big Horn",1997,"17","224","0","2","2","228"
"Big Horn",1997,"18 to 20","404","0","5","0","409"
"Big Horn",1997,"21 to 24","391","0","0","0","391"
"Big Horn",1997,"25 & over","7075","0","37","10","7122"
"Big Horn",1997,"Total","11171","0","68","16","11255"
"Sheridan",1994,"0","266","0","2","0","268"
"Sheridan",1994,"1","261","1","4","4","270"
"Sheridan",1994,"2","278","0","4","0","282"
"Sheridan",1994,"3","286","0","4","0","290"
"Sheridan",1994,"4","292","0","8","3","303"
"Sheridan",1994,"5","307","2","7","2","318"
"Sheridan",1994,"6","329","0","4","2","335"
"Sheridan",1994,"7","358","0","2","0","360"
"Sheridan",1994,"8","338","0","7","0","345"
"Sheridan",1994,"9","373","0","4","0","377"
"Sheridan",1994,"10","399","0","4","1","404"
"Sheridan",1994,"11","403","0","4","1","408"
"Sheridan",1994,"12","426","3","7","0","436"
"Sheridan",1994,"13","412","2","2","0","416"
"Sheridan",1994,"14","444","0","12","7","463"
"Sheridan",1994,"15","438","1","11","1","451"
"Sheridan",1994,"16","401","0","6","4","411"
"Sheridan",1994,"17","434","0","2","6","442"
"Sheridan",1994,"18 to 20","970","11","12","0","993"
"Sheridan",1994,"21 to 24","891","0","19","10","920"
"Sheridan",1994,"25 & over","16553","10","146","55","16764"
"Sheridan",1994,"Total","24859","30","271","96","25256"
"Goshen",2011,"0","113","2","3","0","118"
"Goshen",2011,"1","141","1","4","1","147"
"Goshen",2011,"2","146","1","2","2","151"
"Goshen",2011,"3","137","5","0","3","145"
"Goshen",2011,"4","163","3","3","0","169"
"Goshen",2011,"5","114","3","1","1","119"
"Goshen",2011,"6","125","1","1","0","127"
"Goshen",2011,"7","136","1","1","6","144"
"Goshen",2011,"8","142","1","3","2","148"
"Goshen",2011,"9","137","2","0","0","139"
"Goshen",2011,"10","158","2","2","1","163"
"Goshen",2011,"11","158","3","2","1","164"
"Goshen",2011,"12","149","2","0","1","152"
"Goshen",2011,"13","150","2","4","1","157"
"Goshen",2011,"14","175","0","2","2","179"
"Goshen",2011,"15","155","6","1","1","163"
"Goshen",2011,"16","146","2","3","0","151"
"Goshen",2011,"17","176","2","3","0","181"
"Goshen",2011,"18 to 20","646","18","11","5","680"
"Goshen",2011,"21 to 24","705","12","9","4","730"
"Goshen",2011,"25 & over","9289","66","69","41","9465"
"Goshen",2011,"Total","13261","135","124","72","13592"
"Sweetwater",1991,"0","564","2","8","3","577"
"Sweetwater",1991,"1","622","8","6","5","641"
"Sweetwater",1991,"2","618","5","12","2","637"
"Sweetwater",1991,"3","624","10","6","2","642"
"Sweetwater",1991,"4","644","8","6","2","660"
"Sweetwater",1991,"5","669","5","5","5","684"
"Sweetwater",1991,"6","745","9","11","4","769"
"Sweetwater",1991,"7","782","4","9","6","801"
"Sweetwater",1991,"8","755","1","4","4","764"
"Sweetwater",1991,"9","895","1","8","5","909"
"Sweetwater",1991,"10","858","8","10","1","877"
"Sweetwater",1991,"11","855","5","4","6","870"
"Sweetwater",1991,"12","821","4","7","2","834"
"Sweetwater",1991,"13","818","5","7","4","834"
"Sweetwater",1991,"14","741","8","9","2","760"
"Sweetwater",1991,"15","681","5","7","2","695"
"Sweetwater",1991,"16","720","8","9","6","743"
"Sweetwater",1991,"17","673","6","4","7","690"
"Sweetwater",1991,"18 to 20","1590","19","10","12","1631"
"Sweetwater",1991,"21 to 24","1566","19","15","10","1610"
"Sweetwater",1991,"25 & over","22467","160","178","159","22964"
"Sweetwater",1991,"Total","38708","300","335","249","39592"
"Washakie",1993,"0","101","0","0","1","102"
"Washakie",1993,"1","105","0","2","0","107"
"Washakie",1993,"2","110","0","0","2","112"
"Washakie",1993,"3","107","0","0","0","107"
"Washakie",1993,"4","106","0","0","0","106"
"Washakie",1993,"5","113","1","3","1","118"
"Washakie",1993,"6","115","0","0","1","116"
"Washakie",1993,"7","127","0","0","0","127"
"Washakie",1993,"8","149","0","0","0","149"
"Washakie",1993,"9","162","0","0","0","162"
"Washakie",1993,"10","171","0","0","1","172"
"Washakie",1993,"11","174","0","0","0","174"
"Washakie",1993,"12","155","0","3","1","159"
"Washakie",1993,"13","164","0","2","0","166"
"Washakie",1993,"14","159","0","3","0","162"
"Washakie",1993,"15","169","0","6","0","175"
"Washakie",1993,"16","145","0","0","0","145"
"Washakie",1993,"17","134","0","0","1","135"
"Washakie",1993,"18 to 20","267","1","1","0","269"
"Washakie",1993,"21 to 24","276","0","0","0","276"
"Washakie",1993,"25 & over","5377","1","18","17","5413"
"Washakie",1993,"Total","8386","3","38","25","8452"
"Lincoln",2002,"0","202","0","4","0","206"
"Lincoln",2002,"1","167","0","1","1","169"
"Lincoln",2002,"2","215","1","4","1","221"
"Lincoln",2002,"3","195","0","0","2","197"
"Lincoln",2002,"4","214","0","2","0","216"
"Lincoln",2002,"5","195","1","3","0","199"
"Lincoln",2002,"6","214","0","3","1","218"
"Lincoln",2002,"7","191","0","1","0","192"
"Lincoln",2002,"8","245","1","2","0","248"
"Lincoln",2002,"9","245","2","0","0","247"
"Lincoln",2002,"10","249","2","3","0","254"
"Lincoln",2002,"11","284","4","5","0","293"
"Lincoln",2002,"12","235","4","1","2","242"
"Lincoln",2002,"13","280","0","2","0","282"
"Lincoln",2002,"14","270","1","1","2","274"
"Lincoln",2002,"15","293","0","1","0","294"
"Lincoln",2002,"16","287","0","1","3","291"
"Lincoln",2002,"17","301","2","2","0","305"
"Lincoln",2002,"18 to 20","619","2","4","3","628"
"Lincoln",2002,"21 to 24","528","2","3","0","533"
"Lincoln",2002,"25 & over","9239","11","64","35","9349"
"Lincoln",2002,"Total","14668","33","107","50","14858"
"Teton",2009,"0","261","2","2","2","267"
"Teton",2009,"1","287","3","3","1","294"
"Teton",2009,"2","252","2","3","3","260"
"Teton",2009,"3","284","1","2","3","290"
"Teton",2009,"4","198","3","4","4","209"
"Teton",2009,"5","209","1","3","2","215"
"Teton",2009,"6","207","3","2","2","214"
"Teton",2009,"7","205","1","2","6","214"
"Teton",2009,"8","197","2","3","5","207"
"Teton",2009,"9","167","0","1","7","175"
"Teton",2009,"10","230","2","4","8","244"
"Teton",2009,"11","174","2","2","1","179"
"Teton",2009,"12","216","3","2","7","228"
"Teton",2009,"13","190","1","1","2","194"
"Teton",2009,"14","201","1","1","9","212"
"Teton",2009,"15","236","1","2","6","245"
"Teton",2009,"16","184","0","2","3","189"
"Teton",2009,"17","210","2","5","2","219"
"Teton",2009,"18 to 20","426","7","6","11","450"
"Teton",2009,"21 to 24","1252","5","16","18","1291"
"Teton",2009,"25 & over","15067","53","122","194","15436"
"Teton",2009,"Total","20653","95","188","296","21232"
"Teton",1996,"0","190","0","1","2","193"
"Teton",1996,"1","172","2","0","1","175"
"Teton",1996,"2","177","0","2","0","179"
"Teton",1996,"3","180","0","0","1","181"
"Teton",1996,"4","163","0","3","0","166"
"Teton",1996,"5","172","0","2","0","174"
"Teton",1996,"6","167","0","0","0","167"
"Teton",1996,"7","169","3","1","0","173"
"Teton",1996,"8","181","0","0","2","183"
"Teton",1996,"9","181","1","0","0","182"
"Teton",1996,"10","204","2","2","0","208"
"Teton",1996,"11","201","0","0","0","201"
"Teton",1996,"12","187","0","0","0","187"
"Teton",1996,"13","211","0","0","0","211"
"Teton",1996,"14","196","0","2","3","201"
"Teton",1996,"15","180","1","3","1","185"
"Teton",1996,"16","202","0","3","0","205"
"Teton",1996,"17","181","0","0","0","181"
"Teton",1996,"18 to 20","428","1","6","0","435"
"Teton",1996,"21 to 24","954","3","3","6","966"
"Teton",1996,"25 & over","10644","8","54","35","10741"
"Teton",1996,"Total","15340","21","82","51","15494"
"Campbell",2014,"0","706","11","18","6","741"
"Campbell",2014,"1","700","16","25","11","752"
"Campbell",2014,"2","730","13","17","8","768"
"Campbell",2014,"3","687","12","25","5","729"
"Campbell",2014,"4","844","13","16","10","883"
"Campbell",2014,"5","775","9","17","8","809"
"Campbell",2014,"6","845","11","12","0","868"
"Campbell",2014,"7","818","14","19","0","851"
"Campbell",2014,"8","753","8","15","4","780"
"Campbell",2014,"9","734","5","14","5","758"
"Campbell",2014,"10","751","8","15","4","778"
"Campbell",2014,"11","665","8","15","8","696"
"Campbell",2014,"12","636","12","14","3","665"
"Campbell",2014,"13","672","8","14","4","698"
"Campbell",2014,"14","700","9","26","9","744"
"Campbell",2014,"15","659","4","16","6","685"
"Campbell",2014,"16","667","12","15","3","697"
"Campbell",2014,"17","639","6","16","3","664"
"Campbell",2014,"18 to 20","1485","40","41","8","1574"
"Campbell",2014,"21 to 24","2566","54","64","26","2710"
"Campbell",2014,"25 & over","29456","218","458","259","30391"
"Campbell",2014,"Total","46488","491","872","390","48241"
"Sweetwater",1992,"0","558","4","8","2","572"
"Sweetwater",1992,"1","594","4","8","6","612"
"Sweetwater",1992,"2","625","8","10","1","644"
"Sweetwater",1992,"3","617","10","7","1","635"
"Sweetwater",1992,"4","613","9","6","1","629"
"Sweetwater",1992,"5","639","9","5","5","658"
"Sweetwater",1992,"6","714","8","9","2","733"
"Sweetwater",1992,"7","772","2","12","4","790"
"Sweetwater",1992,"8","728","1","4","5","738"
"Sweetwater",1992,"9","874","3","8","6","891"
"Sweetwater",1992,"10","849","4","11","1","865"
"Sweetwater",1992,"11","842","7","6","4","859"
"Sweetwater",1992,"12","865","5","6","3","879"
"Sweetwater",1992,"13","842","5","9","3","859"
"Sweetwater",1992,"14","765","7","8","1","781"
"Sweetwater",1992,"15","722","8","9","2","741"
"Sweetwater",1992,"16","722","7","10","5","744"
"Sweetwater",1992,"17","718","5","5","4","732"
"Sweetwater",1992,"18 to 20","1659","17","10","17","1703"
"Sweetwater",1992,"21 to 24","1653","22","14","8","1697"
"Sweetwater",1992,"25 & over","22746","167","183","154","23250"
"Sweetwater",1992,"Total","39117","312","348","235","40012"
"Johnson",2011,"0","93","3","7","0","103"
"Johnson",2011,"1","91","0","8","2","101"
"Johnson",2011,"2","108","1","5","1","115"
"Johnson",2011,"3","113","1","4","3","121"
"Johnson",2011,"4","118","0","3","0","121"
"Johnson",2011,"5","116","2","3","0","121"
"Johnson",2011,"6","122","1","2","1","126"
"Johnson",2011,"7","104","2","2","0","108"
"Johnson",2011,"8","90","1","2","0","93"
"Johnson",2011,"9","94","2","1","0","97"
"Johnson",2011,"10","91","1","0","0","92"
"Johnson",2011,"11","103","2","1","0","106"
"Johnson",2011,"12","90","0","1","0","91"
"Johnson",2011,"13","97","0","1","0","98"
"Johnson",2011,"14","102","2","0","1","105"
"Johnson",2011,"15","93","0","1","0","94"
"Johnson",2011,"16","120","0","2","0","122"
"Johnson",2011,"17","105","4","1","2","112"
"Johnson",2011,"18 to 20","220","4","4","1","229"
"Johnson",2011,"21 to 24","262","3","5","3","273"
"Johnson",2011,"25 & over","6085","34","54","31","6204"
"Johnson",2011,"Total","8417","63","107","45","8632"
"Laramie",1994,"0","1080","45","11","15","1151"
"Laramie",1994,"1","1046","44","9","22","1121"
"Laramie",1994,"2","1043","40","13","26","1122"
"Laramie",1994,"3","1055","41","10","15","1121"
"Laramie",1994,"4","1058","60","19","12","1149"
"Laramie",1994,"5","1070","60","12","16","1158"
"Laramie",1994,"6","1037","55","17","14","1123"
"Laramie",1994,"7","1111","54","7","10","1182"
"Laramie",1994,"8","1093","43","7","18","1161"
"Laramie",1994,"9","1165","56","14","15","1250"
"Laramie",1994,"10","1166","51","16","17","1250"
"Laramie",1994,"11","1201","49","17","19","1286"
"Laramie",1994,"12","1202","34","16","11","1263"
"Laramie",1994,"13","1214","36","12","17","1279"
"Laramie",1994,"14","1198","53","27","16","1294"
"Laramie",1994,"15","1171","46","7","13","1237"
"Laramie",1994,"16","1134","25","8","9","1176"
"Laramie",1994,"17","1112","39","9","19","1179"
